# Data from hep-ph/0612182 (sec.3) for alpha=3       
# M1/keV: 7.0                                        
# T/MeV: 4000 ... 1.0 [100 values]                   
# k/T:  0.003 ... 12.5 [250 values]                  
# Columns:                                           
# T/MeV k/T(redshifted) hat{I_Q}                     
    0.400000E+04    0.541615E-02    0.175781E+02
    0.400000E+04    0.162484E-01    0.899318E+01
    0.400000E+04    0.270807E-01    0.826120E+01
    0.400000E+04    0.379130E-01    0.847291E+01
    0.400000E+04    0.487453E-01    0.883324E+01
    0.400000E+04    0.595776E-01    0.917607E+01
    0.400000E+04    0.704099E-01    0.946751E+01
    0.400000E+04    0.812422E-01    0.970752E+01
    0.400000E+04    0.920745E-01    0.990309E+01
    0.400000E+04    0.102907E+00    0.100628E+02
    0.400000E+04    0.113739E+00    0.101934E+02
    0.400000E+04    0.124571E+00    0.103006E+02
    0.400000E+04    0.135404E+00    0.103887E+02
    0.400000E+04    0.146236E+00    0.104615E+02
    0.400000E+04    0.157068E+00    0.105216E+02
    0.400000E+04    0.167901E+00    0.105713E+02
    0.400000E+04    0.178733E+00    0.106123E+02
    0.400000E+04    0.189565E+00    0.106458E+02
    0.400000E+04    0.200397E+00    0.106731E+02
    0.400000E+04    0.211230E+00    0.106951E+02
    0.400000E+04    0.222062E+00    0.107126E+02
    0.400000E+04    0.232894E+00    0.107261E+02
    0.400000E+04    0.243727E+00    0.107362E+02
    0.400000E+04    0.254559E+00    0.107434E+02
    0.400000E+04    0.265391E+00    0.107479E+02
    0.400000E+04    0.276223E+00    0.107502E+02
    0.400000E+04    0.287056E+00    0.107505E+02
    0.400000E+04    0.297888E+00    0.107490E+02
    0.400000E+04    0.308720E+00    0.107459E+02
    0.400000E+04    0.319553E+00    0.107413E+02
    0.400000E+04    0.330385E+00    0.107356E+02
    0.400000E+04    0.341217E+00    0.107287E+02
    0.400000E+04    0.352049E+00    0.107210E+02
    0.400000E+04    0.362882E+00    0.107121E+02
    0.400000E+04    0.373714E+00    0.107027E+02
    0.400000E+04    0.384546E+00    0.106924E+02
    0.400000E+04    0.395379E+00    0.106815E+02
    0.400000E+04    0.406211E+00    0.106701E+02
    0.400000E+04    0.417043E+00    0.106581E+02
    0.400000E+04    0.427876E+00    0.106456E+02
    0.400000E+04    0.438708E+00    0.106328E+02
    0.400000E+04    0.449540E+00    0.106195E+02
    0.400000E+04    0.460372E+00    0.106061E+02
    0.400000E+04    0.471205E+00    0.105922E+02
    0.400000E+04    0.482037E+00    0.105781E+02
    0.400000E+04    0.492869E+00    0.105638E+02
    0.400000E+04    0.503702E+00    0.105492E+02
    0.400000E+04    0.514534E+00    0.105346E+02
    0.400000E+04    0.525366E+00    0.105198E+02
    0.400000E+04    0.536198E+00    0.105048E+02
    0.400000E+04    0.547031E+00    0.104897E+02
    0.400000E+04    0.557863E+00    0.104739E+02
    0.400000E+04    0.568695E+00    0.104594E+02
    0.400000E+04    0.579528E+00    0.104441E+02
    0.400000E+04    0.590360E+00    0.104287E+02
    0.400000E+04    0.682660E+00    0.102988E+02
    0.400000E+04    0.806780E+00    0.101275E+02
    0.400000E+04    0.930900E+00    0.996803E+01
    0.400000E+04    0.105502E+01    0.982324E+01
    0.400000E+04    0.117914E+01    0.969339E+01
    0.400000E+04    0.130326E+01    0.957871E+01
    0.400000E+04    0.142738E+01    0.947825E+01
    0.400000E+04    0.155150E+01    0.939107E+01
    0.400000E+04    0.167562E+01    0.931598E+01
    0.400000E+04    0.179974E+01    0.925192E+01
    0.400000E+04    0.192386E+01    0.919791E+01
    0.400000E+04    0.204798E+01    0.915279E+01
    0.400000E+04    0.217210E+01    0.911558E+01
    0.400000E+04    0.229622E+01    0.908547E+01
    0.400000E+04    0.242034E+01    0.906156E+01
    0.400000E+04    0.254446E+01    0.904311E+01
    0.400000E+04    0.266858E+01    0.902938E+01
    0.400000E+04    0.279270E+01    0.901979E+01
    0.400000E+04    0.291682E+01    0.901397E+01
    0.400000E+04    0.304094E+01    0.901107E+01
    0.400000E+04    0.316506E+01    0.901091E+01
    0.400000E+04    0.328918E+01    0.901303E+01
    0.400000E+04    0.341330E+01    0.901695E+01
    0.400000E+04    0.353742E+01    0.902260E+01
    0.400000E+04    0.366154E+01    0.902954E+01
    0.400000E+04    0.378566E+01    0.903759E+01
    0.400000E+04    0.390978E+01    0.904649E+01
    0.400000E+04    0.403390E+01    0.905627E+01
    0.400000E+04    0.415802E+01    0.906651E+01
    0.400000E+04    0.428214E+01    0.907717E+01
    0.400000E+04    0.440626E+01    0.908807E+01
    0.400000E+04    0.453038E+01    0.909943E+01
    0.400000E+04    0.465450E+01    0.911074E+01
    0.400000E+04    0.477862E+01    0.912211E+01
    0.400000E+04    0.490274E+01    0.913351E+01
    0.400000E+04    0.502686E+01    0.914483E+01
    0.400000E+04    0.515098E+01    0.915604E+01
    0.400000E+04    0.527510E+01    0.916701E+01
    0.400000E+04    0.539922E+01    0.917806E+01
    0.400000E+04    0.552334E+01    0.918879E+01
