# Data from hep-ph/0612182 (sec.3) for alpha=1       
# M1/keV: 7.0                                        
# T/MeV: 4000 ... 1.0 [100 values]                   
# k0/T:  0.03 ... 12.5 [200 values]                  
# Columns:                                           
# T/MeV k/T(redshifted) hat{I_Q}                     
    0.400000E+04    0.620600E-01    0.115107E+02
    0.400000E+04    0.186180E+00    0.115371E+02
    0.400000E+04    0.310300E+00    0.112945E+02
    0.400000E+04    0.434420E+00    0.110322E+02
    0.400000E+04    0.558540E+00    0.107815E+02
    0.400000E+04    0.682660E+00    0.105506E+02
    0.400000E+04    0.806780E+00    0.103418E+02
    0.400000E+04    0.930900E+00    0.101550E+02
    0.400000E+04    0.105502E+01    0.998938E+01
    0.400000E+04    0.117914E+01    0.984347E+01
    0.400000E+04    0.130326E+01    0.971580E+01
    0.400000E+04    0.142738E+01    0.960471E+01
    0.400000E+04    0.155150E+01    0.950871E+01
    0.400000E+04    0.167562E+01    0.942621E+01
    0.400000E+04    0.179974E+01    0.935585E+01
    0.400000E+04    0.192386E+01    0.929637E+01
    0.400000E+04    0.204798E+01    0.924653E+01
    0.400000E+04    0.217210E+01    0.920519E+01
    0.400000E+04    0.229622E+01    0.917134E+01
    0.400000E+04    0.242034E+01    0.914420E+01
    0.400000E+04    0.254446E+01    0.912285E+01
    0.400000E+04    0.266858E+01    0.910646E+01
    0.400000E+04    0.279270E+01    0.909457E+01
    0.400000E+04    0.291682E+01    0.908656E+01
    0.400000E+04    0.304094E+01    0.908173E+01
    0.400000E+04    0.316506E+01    0.907977E+01
    0.400000E+04    0.328918E+01    0.908025E+01
    0.400000E+04    0.341330E+01    0.908264E+01
    0.400000E+04    0.353742E+01    0.908683E+01
    0.400000E+04    0.366154E+01    0.909249E+01
    0.400000E+04    0.378566E+01    0.909935E+01
    0.400000E+04    0.390978E+01    0.910708E+01
    0.400000E+04    0.403390E+01    0.911576E+01
    0.400000E+04    0.415802E+01    0.912496E+01
    0.400000E+04    0.428214E+01    0.913465E+01
    0.400000E+04    0.440626E+01    0.914473E+01
    0.400000E+04    0.453038E+01    0.915521E+01
    0.400000E+04    0.465450E+01    0.916571E+01
    0.400000E+04    0.477862E+01    0.917630E+01
    0.400000E+04    0.490274E+01    0.918699E+01
    0.400000E+04    0.502686E+01    0.919761E+01
    0.400000E+04    0.515098E+01    0.920816E+01
    0.400000E+04    0.527510E+01    0.921851E+01
    0.400000E+04    0.539922E+01    0.922893E+01
    0.400000E+04    0.552334E+01    0.923908E+01
    0.400000E+04    0.564746E+01    0.924905E+01
    0.400000E+04    0.577158E+01    0.925871E+01
    0.400000E+04    0.589570E+01    0.926833E+01
    0.400000E+04    0.601982E+01    0.927773E+01
    0.400000E+04    0.614394E+01    0.928683E+01
    0.400000E+04    0.626806E+01    0.929568E+01
    0.400000E+04    0.639218E+01    0.930432E+01
    0.400000E+04    0.651630E+01    0.931270E+01
    0.400000E+04    0.664042E+01    0.932085E+01
    0.400000E+04    0.676454E+01    0.932883E+01
    0.400000E+04    0.688866E+01    0.933649E+01
    0.400000E+04    0.701278E+01    0.934397E+01
    0.400000E+04    0.713690E+01    0.935124E+01
    0.400000E+04    0.726102E+01    0.935827E+01
    0.400000E+04    0.738514E+01    0.936515E+01
    0.400000E+04    0.750926E+01    0.937174E+01
    0.400000E+04    0.763338E+01    0.937807E+01
    0.400000E+04    0.775750E+01    0.938434E+01
    0.400000E+04    0.788162E+01    0.939037E+01
    0.400000E+04    0.800574E+01    0.939634E+01
    0.400000E+04    0.812986E+01    0.940195E+01
    0.400000E+04    0.825398E+01    0.940747E+01
    0.400000E+04    0.837810E+01    0.941282E+01
    0.400000E+04    0.850222E+01    0.941800E+01
    0.400000E+04    0.862634E+01    0.942303E+01
    0.400000E+04    0.875046E+01    0.942793E+01
    0.400000E+04    0.887458E+01    0.943267E+01
    0.400000E+04    0.899870E+01    0.943698E+01
    0.400000E+04    0.912282E+01    0.944172E+01
    0.400000E+04    0.924694E+01    0.944609E+01
    0.400000E+04    0.937106E+01    0.945029E+01
    0.400000E+04    0.949518E+01    0.945438E+01
    0.400000E+04    0.961930E+01    0.945838E+01
    0.400000E+04    0.974342E+01    0.946225E+01
    0.400000E+04    0.986754E+01    0.946606E+01
    0.400000E+04    0.999166E+01    0.946971E+01
    0.400000E+04    0.101158E+02    0.947345E+01
    0.400000E+04    0.102399E+02    0.947676E+01
    0.400000E+04    0.103640E+02    0.948000E+01
    0.400000E+04    0.104881E+02    0.948313E+01
    0.400000E+04    0.106123E+02    0.948684E+01
    0.400000E+04    0.107364E+02    0.948985E+01
    0.400000E+04    0.108605E+02    0.949271E+01
    0.400000E+04    0.109846E+02    0.949558E+01
    0.400000E+04    0.111087E+02    0.949833E+01
    0.400000E+04    0.112329E+02    0.950179E+01
    0.400000E+04    0.113570E+02    0.950438E+01
    0.400000E+04    0.114811E+02    0.950678E+01
    0.400000E+04    0.116052E+02    0.950810E+01
    0.400000E+04    0.117293E+02    0.951166E+01
    0.400000E+04    0.118535E+02    0.951497E+01
    0.400000E+04    0.119776E+02    0.951725E+01
    0.400000E+04    0.121017E+02    0.951962E+01
    0.400000E+04    0.122258E+02    0.952182E+01
    0.400000E+04    0.123499E+02    0.952396E+01
    0.400000E+04    0.124741E+02    0.952683E+01
    0.400000E+04    0.125982E+02    0.952889E+01
    0.400000E+04    0.127223E+02    0.953090E+01
    0.400000E+04    0.128464E+02    0.953283E+01
    0.400000E+04    0.129705E+02    0.953474E+01
    0.400000E+04    0.130947E+02    0.953713E+01
    0.400000E+04    0.132188E+02    0.953896E+01
    0.400000E+04    0.133429E+02    0.954096E+01
    0.400000E+04    0.134670E+02    0.954273E+01
    0.400000E+04    0.135911E+02    0.954445E+01
    0.400000E+04    0.137153E+02    0.954691E+01
    0.400000E+04    0.138394E+02    0.954848E+01
    0.400000E+04    0.139635E+02    0.955003E+01
    0.400000E+04    0.140876E+02    0.955159E+01
    0.400000E+04    0.142117E+02    0.955316E+01
    0.400000E+04    0.143359E+02    0.955553E+01
    0.400000E+04    0.144600E+02    0.955698E+01
    0.400000E+04    0.145841E+02    0.955843E+01
    0.400000E+04    0.147082E+02    0.955982E+01
    0.400000E+04    0.148323E+02    0.956121E+01
    0.400000E+04    0.149565E+02    0.956336E+01
    0.400000E+04    0.150806E+02    0.956468E+01
    0.400000E+04    0.152047E+02    0.956597E+01
    0.400000E+04    0.153288E+02    0.956723E+01
    0.400000E+04    0.154529E+02    0.956850E+01
    0.400000E+04    0.155771E+02    0.957056E+01
    0.400000E+04    0.157012E+02    0.957174E+01
    0.400000E+04    0.158253E+02    0.957292E+01
    0.400000E+04    0.159494E+02    0.957404E+01
    0.400000E+04    0.160735E+02    0.957519E+01
    0.400000E+04    0.161977E+02    0.957713E+01
    0.400000E+04    0.163218E+02    0.957818E+01
    0.400000E+04    0.164459E+02    0.957930E+01
    0.400000E+04    0.165700E+02    0.958033E+01
    0.400000E+04    0.166941E+02    0.958136E+01
    0.400000E+04    0.168183E+02    0.958320E+01
    0.400000E+04    0.169424E+02    0.958419E+01
    0.400000E+04    0.170665E+02    0.958516E+01
    0.400000E+04    0.171906E+02    0.958612E+01
    0.400000E+04    0.173147E+02    0.958704E+01
    0.400000E+04    0.174389E+02    0.958881E+01
    0.400000E+04    0.175630E+02    0.958972E+01
    0.400000E+04    0.176871E+02    0.959061E+01
    0.400000E+04    0.178112E+02    0.959148E+01
    0.400000E+04    0.179353E+02    0.959232E+01
    0.400000E+04    0.180595E+02    0.959403E+01
    0.400000E+04    0.181836E+02    0.959483E+01
    0.400000E+04    0.183077E+02    0.959564E+01
    0.400000E+04    0.184318E+02    0.959644E+01
    0.400000E+04    0.185559E+02    0.959727E+01
    0.400000E+04    0.186801E+02    0.959884E+01
    0.400000E+04    0.188042E+02    0.959959E+01
    0.400000E+04    0.189283E+02    0.960035E+01
    0.400000E+04    0.190524E+02    0.960109E+01
    0.400000E+04    0.191765E+02    0.960181E+01
    0.400000E+04    0.193007E+02    0.960337E+01
    0.400000E+04    0.194248E+02    0.960407E+01
    0.400000E+04    0.195489E+02    0.960475E+01
    0.400000E+04    0.196730E+02    0.960544E+01
    0.400000E+04    0.197971E+02    0.960609E+01
    0.400000E+04    0.199213E+02    0.960760E+01
    0.400000E+04    0.200454E+02    0.960825E+01
    0.400000E+04    0.201695E+02    0.960890E+01
    0.400000E+04    0.202936E+02    0.960950E+01
    0.400000E+04    0.204177E+02    0.961014E+01
    0.400000E+04    0.205419E+02    0.961157E+01
    0.400000E+04    0.206660E+02    0.961219E+01
    0.400000E+04    0.207901E+02    0.961273E+01
    0.400000E+04    0.209142E+02    0.961333E+01
    0.400000E+04    0.210383E+02    0.961384E+01
    0.400000E+04    0.211625E+02    0.961526E+01
    0.400000E+04    0.212866E+02    0.961583E+01
    0.400000E+04    0.214107E+02    0.961634E+01
    0.400000E+04    0.215348E+02    0.961689E+01
    0.400000E+04    0.216589E+02    0.961741E+01
    0.400000E+04    0.217831E+02    0.961879E+01
    0.400000E+04    0.219072E+02    0.961925E+01
    0.400000E+04    0.220313E+02    0.961974E+01
    0.400000E+04    0.221554E+02    0.962023E+01
    0.400000E+04    0.222795E+02    0.962070E+01
    0.400000E+04    0.224037E+02    0.962204E+01
    0.400000E+04    0.225278E+02    0.962252E+01
    0.400000E+04    0.226519E+02    0.962295E+01
    0.400000E+04    0.227760E+02    0.962338E+01
    0.400000E+04    0.229001E+02    0.962384E+01
    0.400000E+04    0.230243E+02    0.962506E+01
    0.400000E+04    0.231484E+02    0.962550E+01
    0.400000E+04    0.232725E+02    0.962588E+01
    0.400000E+04    0.233966E+02    0.962630E+01
